Unnamed: 0,아이디,댓글 내용
276,  @n0ttinghill,카즈하 목소리 너무 매력적이다... 🩵
277,  @lizzyhanh,Yunyin y Chae lo hicieron bien..
278,  @theanyeanng5334,omo chaewon is real fairy with good vocal good visual good dance skill she is so so perfect
279,  @ipsy777,It seems like their whole group needs some serious vocal training again.. this was so shocking to hear 
280,  @user-sz7wt4lt7z,진짜 잘한다
281,  @kasajo6451,"I understand that this is an encore stage and they’re enjoying their win, but at the same time, they know they have to sing live. this shows how some of them dont practice a lot. Being pretty is not everything. In the word singer, there is sing. What is a singer without having that good of a stable vocal cord. To be honest the members did improve from the first time, no offense, the shakiness of Sakuras voice when she was STANDING STILL is just shocking to me. To me it looked like they were trying hard to sound good. If you are good at singing effort needs to be put in, but it shouldn’t look like your forcing it. Not gonna lie at some point they did sound quite good. But overall if this was my singing and it was shaky like Sakuras and weak I would be disappointed in myself. Again sorry if you feel upset about this but this is my opinion and my advice to HYBE and any other company to choose people who has good vocal. It’s ok if you want them to be pretty to but I say vocal and dance skill are more important. Love Le Serrafim tho. ( Yes I know I spelled the groups name wrong)."
282,  @user-le2hz7tm3r,와 이부분뭐여 공감성수치 3:34
283,  @damla779,"thanks yunjin, chaewon and eunchae <3"
284,  @haiiro4133,"Congrats fimmiessss!!!! Finally, an encore for unforgiven! Kkura, dont be nervous, you have a great voice. Fimmies and fearnots are here for you! <3"
285,  @user-ic2lc5rd8p,채원이는 이미 검증된 실력이고 만채가 숨은 실력자
286,  @parasoleily,I just want sakura to have her proper training arc and slay
287,  @he_07,"나도 르세라핌 좋아하는데 이건 진짜 쉴드 못칠 듯,,"
288,  @user-fq8eg9mt1o,은채 입덕하구나니까 넘귀... 노래도 잘하는줄 몰랐네 넘조하ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
289,  @San-PEDRO.5,Oh my goodness.. I used to love the song very much.. After this I am having a second thought
290,  @handyhang1326,"im surprised by eunchae, she’s so stable"
291,  @aimesoares8180,Its so cute 
292,  @BBBQQQWWW,코노 옆방에서 들리는 노래 실력이다
293,  @Kurniawati649,Their vocals
294,  @user-sub0312,개인적으로 사쿠라는 한국어로 말만 해도 목소리가 안정적이지 않고 떨리는데 노래를 잘하는건 말이 안된다고 생각함
295,  @user-rw8bj4ut2q,"3:34 박진영 짤중에 ""고음을 지를때 인상을 찡그리면 음치다"" 라는 말을 처음으로 공감함"
296,  @edenchan0218,"Yunjin and Chaewon's vocal skills don't surprise me anymore, but Kazuha? Maaan, that's what you call IMPROVEMENT. She still sounds a bit strained (especially when she sang the same part as Yunjin) and flat at times, but her tone really suits this song. I hope she continues taking more voice lessons because she has really improved."
297,  @user-jz4rs7op7j,사쿠라 인터뷰에서 앞으로의  목표 = 빌보드 1위입니다 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
298,  @paulinerebecca8115,God bless Chaewon 
299,  @sc1217,김채원이 열심히 캐리하네 ㄷㄷ
300,  @chai8058,"Eunchae, chaewon and yunjin carrying it hard. HYBE needs to train Kazuha and Sakura more vocal wise. Don't tell they plan to continue with lackluster vocals until they reach 5years or more like they did to ... And no they don't rap that great so their vocals need to step up.  No hate to them, I'm directing my disgust to the company for not preparing them well to this. They age like normal human so they don't always need to dance so hard plus sooner or later they gonna have serious injuries with their hard choreos. Kudos to the girls and congratulations to their win."
301,  @a-donut,라꾸 안감힘 쓰는 거 왜 이렇게 귀엽냐ㅋㅋㅋㅋ
302,  @Dubsatzu,Chaewon vocal never dissapointed!
303,  @rradiant,은채가 생각보다 라이브 엄청 잘하네 대박
304,  @probablynotheavenright5796,"Review:I believe Kazuha have a lot of potential. Not because she's stable or whatever. It's because, one, at 3:39 you can tell that she was very displeased with the way she sings. She also winced everytime she lost pitch. Meaning that she understands it was shit and most likely can 'hear' where the flaws lies. Two, she was trained in a very short time. Now, she seems to be getting a hang of her 'rapping voice' and stable at it. She has much more power in her dance too. Fast adaptibility and a blank canvas on top of that. Meaning, with more practice of controlling her voice she might be able to turned into a decent singer. Three, she was a ballerina. She's most likely have a great beat and rythm awareness, thats kinda part of the job. Four, star qualities. Despite being in a completely different field of performance than she was in the past, she adjusted quick, seems to have an ambitious character, and believe in herself when she does things that she 'can' do. As proven in this video, things that she can do, she did it good. Just some interesting things to point out. I just hope that she wont get discouraged by criticism and practice a lot instead. I'm looking forward to her career growth.Eunchae on the other hand, seems to not realize that she was singing kinda funny or maybe too fixated of singing well that she ended up not hearing it. She sounded unsure, and not confident. Voice is wriggly and stiff. Even Kazuha was having a fuller, more controlled voice than her most of the time. That can be improved with some practice and a lot of confidence, I think. Maybe train her ear too.Yunjin is flawless. Good execution, good confidence, good energy even when she made mistakes. Definitely not used to rapping which is fineChaewon needs more energy and maybe a little more confidence, she looked a little scared of mistakes. However, good techniques. Safe to say that Chae and Yunjin is the vocal back bone of the group.Sakura is sakura.People said that the fact that she was 11 years in the industry and still can't sing is ridiculous. Well, I beg to differ.Keep it in mind, idol in Japan is very different with Idol in SK. In Japan they focused more on fun songs, visual, synchronized dancing, and fan service. SK have been demanding their idol to be much more skilled. It's a fusion of what they do in Japan and a lot of western influence. So of course, she's seen as less skilled in SK. And her long years in the industry might be the problem. When you're used to speak and sing in a certain way for a long time, it became much more difficult to fix. So, bad singer, but we're not supposed to expect her to be beyonce. Lower ur expectation when it comes to kkura. Thats all I'm gonna say. She's still a great idol. Resilient, dilligent, fun to watch, wise, a good eldest sister to le sserafim, and genuinely love performing.I ended up writing an essay. Well, whatever. I love my fimmies so much and I'm looking forward to their future releases."
305,  @user-cl6im9pn6u,다들 음정을 못맞추는데 사쿠라가 너무 압도적이라 ㅋㅋ
306,  @caca-lg5wh,블랙핑크 라이브가 새삼 대단하네. 카즈하는 춤  연습보다는 노래연습이 시급하네요 .
307,  @user-pm7bj3kd4v,Not to be rude but eunchae and chaewon and yunjin had good vocals
308,  @xinlu9363,Sakura tiene una bonita voz y muy agradable de espero que poco a poco agarre un poco mas de confianza 
309,  @kathykathy,"Honestly I felt bad when Sakura got such a short line in this comeback, but seeing the encore, I kinda can understand... i mean she's my bias along with Chaewon, but it is also true she needs more vocal training. I hope Source Music puts more effort into it. I mean I love leniverse and all, but I believe less time can be spent on filming variety shows"
310,  @user-fv5nd9uc2b,채원이 혼자 캐리하네..
311,  @neonspectrum4692,sakura just...they're a popular group. unforgiven was newly released. they were guaranteed the win. i see no reason she would be nervous if she was an idol for 12 years. I stan sakura but girl needs to prepare if she wants to avoid hate
312,  @SitiSitiJK,I can’t help but compare them to aespa  aespa really set the encore standard so highhh
313,  @mariamrood6345,Kazuha y Sakura  omg
314,  @knowlesknowles1356,"Kazuha raw vocals is soo goooood!!!! Omg!!! She is the main attractor for me...Lesserafirm whole encore is beautifulEdit: Fighting Sakura, Chaewon, Yunjin, Kazuha and Baby Eunchae"
315,  @barle_0.0,"역시 채원,윤진언니는 유독 잘하고 은채,즈하언니는 자기 못을 다 했고 쿠라언니는 음정이 떨리는 건 일본에서 부터 고쳐야 했었는데…."
316,  @eurika297,I'm concerned about Chaewon's back. It must be aching lifting the entire group with her vocals.
317,  @amanpreetbrar7836,I dont know i enjoyed it sm .. even tho am not fan!
318,  @official_IZONE,어제 잠실 갔다왔는데 사쿠라get started let's get started미래 그 앞에 새겨둬 나의 story 이부분 발음 또박또박하게 잘함억까당한건지 연습한건진 모르겠다
319,  @justazy597,This is why chaewon is my girl
320,  @WithinSymmetry90,I knew kazuha could sing. I didnt know she could sing this well live!!! Moomin my bias ️
321,  @kookiedough5666,It’s not as bad as y’all making it out to be in the comments. Sometimes y’all gotta put y’all self acclaimed critic hat down and start spreading love and positivity
322,  @Dev-cw7cn,This is exactly why some members deserve less lines
323,  @geez-cb4qj,sakura queen of live vocal
324,  @bubbub165,i never see talented japanese idol who can sing
325,  @miinrla,manchae did so good
326,  @rimbenttaher6680,Sakura be happy and calm without worry or stress you are beautiful and your voice too
327,  @angelf722,I always wondered why Hybe groups don’t have high notes like sm idols do now ik
328,  @rainbowish119,"Yunjin is generally a good and confident vocalist but has pitch consistency problems here...Chaewon is very consistent. Not the best in terms of vocal strength but she sounds the best in this encore.Eunchae has some potential but goes off-key at the ends of her lines, lack of control, needs some more training.Sakura and Kazuha are very underdeveloped, shaky vocals and so often out of tune. Baffled why Kazuha has so many lines and challenging parts that she cannot pull off.This song does not even have many vocal parts and they struggle this way. Company gives them songs with a ton of rap lines instead of giving them proper vocal lessons. It's sad to see."
329,  @SerifeKoyuncu-zk3lk,2:33 perfect
330,  @michaelcorbett4236,When you sing live it's all about the monitors. They can determine how you hear yourself and the backing track. Very often you don't need to sing loud but if your monitors are too low you sing high and with more force. Same as if they are too high and you sing flat. It's actually harder for singers rather than musicians who sing because you can often hear your own instrument to balance it out. In ear monitors can be a godsend or a nuisance.
331,  @Mimii---,"They took ""unforgiven"" too seriously"
332,  @hightouch3986,Eunchae and chaewon are great.
333,  @yde77,"차은우나 장원영, 지수처럼 실력은 별로지만 미친듯이 외모가 뛰어난 것도 아니고, 하이브라는것 빼곤 뛰어난 부분을 찾을 수 없는 그룹."
334,  @befirstornumberone5297,라이브 충격이다 ㅠ
335,  @Mawarerose,Speechless
336,  @darkNight-wy5ff,"honestly, I came expecting waaayyyy less. Honestly it's not that bad, but they do need a LOT more training; it's also an encore and honestly not many take it that seriously idk"
337,  @user-xg7sg2xk7w,카즈하는 랩이 진짜 찰떡이다
338,  @alanbigland,"Their vocals may have room for improvement, but their visuals and dancing are already top notch. Glad to see lots of fans root for lesserafim."
339,  @user-ik1iy1gn1k,채원이가 정말 잘하네
340,  @mR_kamAdE,"그들은 아주 좋은 신경입니다, 작은 배에 영향을 줄 수 있습니다, 그 이상은 아닙니다, 아주 좋은 가수와 우상입니다, 나는 그들을 매우 사랑합니다 우리는 더 많은 것을 원한다 le sserafim 라이브 우리는 그들을 사랑합니다"
341,  @user-wh9xt6re8b,카즈하는 랩할때 저음이여서 간지나는데 노래는 진짜.. 카즈하는 랩만하고 김채원 허윤진은 잘하고 나머지 둘은 진짜 ㅋㅋㅋㅋㅋ홍은채 잼민이 힘빠지는 창법이랑 사쿠라 염소창법은 진짜 시발
342,  @myloveforroseisasstrongash9397,Yunjin and Chaewon carrying.
343,  @angelf722,3:13 girl i love you but how u gon forget the lyrics to your own song that you’ve been performing for the past week 
344,  @donqwerty1405,"I'm surprised for kazuha and eunchae the most,they improved so much. Yunjin and chaewon is indeed the main and lead vocalist. And Sakura was also good but she looks like struggling in her singing voice."
345,  @user-yb5if3ml4y,チェウォンの安定感が凄いな。一番うまいのはユジンやけど安定しとるのは確実にチェウォンやな。さくらちゃん音外しどころか音程があってないから頑張れ…。
346,  @roddarrionolive6819,"Most of this has me laughing, I still love them tho"
347,  @angelf722,i don’t mind the other parts but please make sure the chorus is sing properly !!
348,  @loonatictheworld,the fact that Chaewon is the only one who executes live well is probably because she was Woolim's trainee and it's so sad for SoMu and other girls... like get the vocal teacher with all the money you got from million sales!
349,  @KAMI-gz3wy,도대체 사쿠라는 어떻게 하이브로 재데뷔한거냐 ㅋㅋㅋ 노래 춤 비주얼 다 아이돌하기엔..
350,  @user-rp3iz5ht2x,"I'm soooo excited to see more from maknae line, they showed a lot of improvements! They are so young and new in the industry but already I can see potential to further develop their voice"
351,  @ununio,ㅠ어떡해.. 공감성수치 오진다.. 라이브 연습 좀 했으면 ..
352,  @Bluukarinaya,라이브 ㅈㄴ 좋아ㅠㅠㅠ 음원보다 라이브가 좋아서 맨날 들으러 온다고요…🫨
