Unnamed: 0,아이디,댓글 내용
895,  @jjy-2923qqqgj,다들 보컬로 욕 너무 먹어서 이갈고 나온게 보여서 너무 좋음 근데 여전히 노래를 부를려고 온건지 춤출려고 온건지 모르겠는 사람은 한명있네
896,  @Roh_Heung_Min,애초에 이 높은 곡 소화할 그룹은 아이브 엔믹스? 말고는 없을듯
897,  @Iesyeuxdenini,Ive♡
898,  @user-cj2hr2rd6p,이서 데자뷰 급발진 개웃김
899,  @user-un4oy8wq6p,리즈 개쩐다 .......
900,  @user-ys3hs2os6x,유진이랑 리즈가 살린 듯
901,  @rqrjq4iari4,liz sang in the chorus
902,  @miran3300,리즈 유진 이서 진짜 ㄹㅈㄷ
903,  @kimgaeulsunbae,왜 눈물이 나지….
904,  @asukatakimoto2770,Wony tuh sbnernya suaranya ada cuma krba dia low note jdi kayak kegabung sama backtrack nya. Pas bridge keliatan live vocalnya krna nadanya ga terlalu rendah kayak pas 1st verse
905,  @guinnsellina,Wony tuh live. Cuma ketara di awal suara dia ngelow gitu otomatis suaranya g kedengeran. Kayak leeseo di verse awal juga ga terlalu kedengeran suara lownya. Tapi orang2 tuh blgnya wony tuh lipsync :(
906,  @skdik8950,립싱크 그룹보다 훨 나음 잘하네
907,  @Kajaisgula,솔직히 이번건 장원영도 라이브 잘 들림 불편하지도 않고 이번건으로 라이브 터지면 그냥 안티인거
908,  @hanapeach,A slap to those people who say they aren't singing
909,  @user-jt3xn4cm1f,뮤뱅에서 자막 잘못 달음 아마 센터가 원영이어서 저렇게 한 것 같은데 애초에 상대적으로 성량이 큰 유진 리즈 목소리가 많이 들림 원영이 단독 파트도 아니고 그냥 단체 코러스임 분명 원영이가 센터에서 후렴 부를땐.라이브 함에도 불구하고 못한다고 내려쳐서 센터에만 세우고 노래를 다른멤버가 부르게하라고 해서 그렇게 했더니 이번엔 가운데에서 자기가 안부른다고 뭐라고 하네...ㅎㅎ 대학 축제나 팬미팅 라이브한거 보면 원영이도 라이브 하고 1인분은 함 근데 못한 것만 꼭 찝어서 얘기하는데 뭐 애가 어떻게 해야함 ㅋㅋㅋㅋ 잘해도 ar 이러면서 후려치면서... 안그래도 바쁘고 컨디션 관리도 힘들텐데 너무 애한테만 잣대 기준이 높음 네컷라이브에서 잘한 건 언급도 안하잖아
910,  @yunaeve3918,wow
911,  @user-zk8ni9vg7b,원영아사랑한다
912,  @vtv8035,가을은 가성 높아지는 부분 다 피하네 ㅋㅋ..
913,  @atomicgromit,댕댕이만 믿고 간다!
914,  @susususu81,가을 가성 부분 할 수 있을거같은데 다 패스하네.. 원영이는 성량 키우자
915,  @Hyeon_dive,레이도 있었으면 더 좋았을텐데.. 너무 아쉽네요..ㅠㅠ
916,  @user-yq2kq5vx9y,원영이 많이 늘었다
917,  @Skehcb,이서 잘하는데 괜히 무대 이상하게 시켜서 욕먹었네
918,  @jusickim3955,아쉽게 된 레이 라이브도 궁금하네요
919,  @ckckfkfkgkgk,유진님이 제일 열심이네요 리즈 좀 밀어줬으면
920,  @user-zg9mh5gh4p,장원영은 노래하는부분이 있긴함? ㄷㄷ이서는 막내인데 잘하넹 유진이쩔 리즈는 원래 잘하구
921,  @user-uk9jx5rb6v,2:26 존나 짜릿 ㅁㅊ
922,  @ihe4rt.jungw0n91,LIZZZZ CARRIIIEEDDDDD
923,  @user-qm4hf7cl1j,리즈 진짜 메보다 아이브 메보는 리즈임
924,  @user-ql4nh3qo3u,그래도 이번에 라이브 실력이 전체적으로 좀 는게 보여서 좋네 가을이는 좀 부족하긴 한데 랩할때는 좀 낮네
925,  @rubenprisco7896,pov: liz using her hignotes in the chorus to hide the lipsynk of her members be like
926,  @Moon-mf7bb,후렴구에 노래는 리즈랑 유진이가 다 부르는데 왜 센터에 원영공주가 서서 입만 뻥긋 하는지 
927,  @user-re1kk4et4b,원영이는 부르지도 않는데 센터 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
928,  @-sss102,ㅋㅋㅋㅋㅋ팬들은 갤럭시 부른다고 우김ㅋㅋㅋㅋ갤럭시 하나부르곸ㅋㅋㅋㅋ
929,  @shansmarch,yujinnnn ateeeeee
930,  @user-vn9zv6cj3i,장원영 직캠만 봐도 라이브로 부르는거 들리는데 ㅋㅋㅋㅋ성량이 작아서 mr제거할때 제대로 안된거같은데
931,  @user-ks1bi9cs4k,하도 리즈 실력좋다길래 리즈가 유진보다 잘부르는줄 알았는데 들어보니 유진이 원탑이네.. 리즈가 못부르는다는건 아닌데 유진은 춤노래예능 못하는게 없는 만능캐..
932,  @LalChisobelliaPaPaPoJam,음원으로 들으면 리즈 목소리가 더 귀에 달라붙긴 하는데 라이브는 유진이 더 안정적인듯
933,  @ohsun1,엔믹스 빼곤 다 거기서 거기구나
934,  @Nuclear_Launch,응 망돌 ㅋㅋㅋ
935,  @ohsun1, @Nuclear_Launch  헉 짱돌ㅠㅠ
936,  @RH_-vi9yj,엑믹스랑 스테이씨 정도 살아남았네..
937,  @cho921004,노력한 모습이 보인다
938,  @user-yh8ou1pi5q,1:52  유진님 갤럭시 헛바닥  매번ㅋㅋㅋㅋㄱ
939,  @lsblue.,이서야ㅠㅠㅠㅠ
940,  @user-gc2ye6xw4z,워뇨 실혁많이늘었닿ㅎㅎ
941,  @chihi201,노래는 리즈가 부르는데 센터는 왜 다른사람이 서지
942,  @iridscentcersent277,후렴 원래 다같이 부르는 파트 아니었낰ㅋㅋㅋ 이 정도면 걍 후렴도 리즈 유진 파트인데 ㅋㅋ 마지막 That is who I am은 걍 리즈 파트고 ㅋㅋ
943,  @a-dope9647,Liz 
944,  @ourownsummerisblue,안유진 명창토끼 ㄹㅇ. ..
945,  @user-lk7qd1lm9d,후렴 거의 리즈가 다 커버치네. 저럴꺼면 후렴부분 리즈도 센터로 세워주지.... 장원영은 후렴부분 립싱크인가? 목소리가 묻히는건가? 하나도 안들리네이서는 목소리가 떨리는감이 있지만 열심히 하려는게보임유진이는 말해뭘해 잘하구있다!
946,  @l______l,안유진..
947,  @lcomma87,가을은 진짜 ㅋㅋ 평가조차 없네 ㅋㅋ
948,  @ppghp2115,셋이 부르는 노래에 다섯이 추는 춤
949,  @user-gh3st3xv5q,전체적으로 많이 늘었네 연습 많이 했나 보다
950,  @vetzyxx4475,역시 리즈네
951,  @setny2863,전체+장원영파트 걍 유진이가 다부르는데????ㅋㅋㅋㅋㅋㅋ 장원영은 붕언가... 입만 뻥끗뻥끗...... 나머지멤버가 다 라이브하니 혼자 립싱크 확 튀네
952,  @rizoo6520,Liz
953,  @Nuclear_Launch,노래가 계속 고음역대라서 존나 어려움...
954,  @user-ey8qp6bd3x,장원영 파트 개적네 이번에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게 맞지 근데 노래는 안유진이 부르는데 왜센터에있냐 ㅋㅋ
955,  @user-du3rc4mq5y,후렴 부를 실력은 안되는데 비쥬얼때메 센터는 세워야겠고..........
956,  @cherishbe2871,장원영 포지션이 비주얼센터인데 뭐 어쩌라는겨ㅋㅋㅋㅋㅋㅋㅋㅋ
957,  @wonderland_well,그런데 후렴구는 원래  유진 혼자만 부르는 건가요? That's my life 부터 유진 목소리만 계속 들리는 거 같아서요. 간간히 리즈 목소리도 들리는데 단체 부분이 아니고 유진리즈만 부르는게 원곡도 그런건가요?
958,  @user-kr2yg3cn1c,녹음은 다같이했는데 라이브는 리즈유진빼고 다 립싱크하네요 ㅋㅋ 역량이 안 되는듯
959,  @user-le5dc7zu8u,댓츠마이 그거는 원래 유진이 파트임 그 뒤에 후렴은 떼창
960,  @wonderland_well, @user-le5dc7zu8u  네 댓츠마이라이프 그 이후에도 똑같이 특정 멤버 목소리만 들린다는 얘기입니다
961,  @user-sy6wx5qp4w,그나마 유진 이서 리즈는 부르러고 노력하는 것 같은데 다른 멤버는.....
962,  @user-lx9ls1ek7v,개자래 진짜로......
963,  @user-lx9ls1ek7v,그나저나 이서 데자뷰 급발진 볼때마다 귀엽네ㅋㅋㅋㅋ 어제보다 힘 더준거 개웃김
964,  @user-lx9ls1ek7v,그나저나 이서 데자뷰 급발진 볼때마다 귀엽네ㅋㅋㅋㅋ 어제보다 힘 더준거 개웃김
965,  @user-ie4hd9wm3j,"방송에서 ALL이면 ALL이지 ( 원영,ALL은)  뭐임?  후렴 고음에서 리즈 소리만다들리던데  (유진, all)은 이해감  그부분은 유진 이서는 잘불러서인지 리즈가 자기목소리 죽이는거같은데 원영 부분들은 다 리즈소리만들림ㅋㅋ"
966,  @iiiqiq26,음방에서 자막 잘못 단거임 거기 원영 파트아님
967,  @Forever4Uu,ㅇㄴ 다른 아이돌들도 첫 주 첫 방은 다 에이알 깔고 하지 않나? 실력파라고 하는 아이돌들 엠알 제거에서 안들리면 다 첫 주는 에이알 깔고 한다고 쉴드 쳐주더니 왜 아이브한테만 이렇게 엄격함ㅋㅋㅋㅋ
968,  @9ljsw0,다같이 에이알이면 그냥 보겠는데몇몇 멤버들만 너무 티나게 라이브 하니까
969,  @keatonss8967,장위엔잉 안 부르는 거 봐라 ㅋㅋㅋㅋㅋㅋ
970,  @user-he6jq6mu3m,아니 리즈뭐임 개안정적이야
971,  @BBoeun._.,혹시 단체파트때 장원영 님 목소리 들리나요?
972,  @etudechopins6429,본인파트에서도 안하는데 뭘ㅋㅋ
973,  @user-ir4zl9wl8i,팔짱끼고 근엄한 척 앵콜 보면 알겠지. 이러는거 ㅈㄴ역겨움ㅠ ㅠ 첫주 ar 공식도 깨고 라이브 했더니 꾸역꾸역 트집잡는 꼬라지ㅋㅋㅋㅋㅋㅋㅋㅋ 본인 인생이나 그렇게 열심히 살피고 사세요들
974,  @Roh_Heung_Min,ㄹㅇ 지들한테는 한없이 관대하면서 아이브한테는 엄격진지
975,  @user-nf5ul7gf7n,기껏 라이브 했더니 꾸역 꾸역 트집 잡는다 하시는데 지금 꼬라지 잡히는건 워뇽이 밖에 없어요. 사람들 다 한결 같이 하는 말이 잘하던 못하던 부르기라도 해라 이거 잖아요. 가을이 꼬라지 잡힌 댓글 봤어요? 잘하던 못하던 부르긴 불렀으니까 사람들이 안 걸고 넘어가잖아요. 5명 중에서 소리 안들리는거 원영이 밖에 없어요.
976,  @Iroha_1025, @user-nf5ul7gf7n  네 댓 전적보면 속 훤히 보인다 ㅋㅋㅋㅋ 이서도 낮은 파트는 잘 안들리는 거 모르겠음? 당연히 높은 파트인 리즈 유진이 훨씬 잘 들리겠지 ㅋㅋ 막귀임? 첫주에 라이브 운운할 거면 네컷 라이브나 보고 오던가 ㅋㅋㅋㅋㅋ
977,  @user-nf5ul7gf7n, @Iroha_1025  아니 제 댓 전적이 어떻길래요..? 제가 뭐 욕이라도 씨부렸거나 악플이라도 달았나요..  ? 진심 궁금해지네..? 안그래도 한 삼십분전에 네컷 라이브 뜨길래 봤습니다. 거기선  다 잘하더라구요.  근데 그렇게 잘 할 수 있는 애가 정작 무대에선 노래를 안부르네요? 열심히 부르는 척만 하고. 양사이드로 노래 부르는 애들은 따로 있고 클로즈업 받으면서 표정연기 하는 애 따로 있고ㅋㅋ 가수한테 삑사리가 나건 어쨌건 노래 좀 불러달라는게 큰 죈가. 춤때문에 힘든거면 발라드가수가 됐어야지
978,  @user-ir4zl9wl8i, @user-nf5ul7gf7n  진짜 궁금해서 그러는데... 왜 그렇게까지 괘씸해 하시는지 여쭤봐도 될까요? 아이돌이 라이브를 하던말던 본인이 그렇게 일일히 댓글 달면서까지 '개킹받아'하는 이유가 뭐임? 저는 이해가 잘 안되네요...^7
979,  @Iroha_1025," @user-nf5ul7gf7n  영상 올린 사람이 mr을 너무 많이 제거해버려서 목소리 자체가 잘 안들리는 상황이기도 하고, 장원영은 낮은 음역을 맡았으니 당연히 작게 들리는 게 맞는 거 아님? 이서도 낮은 파트는 잘 안 들리는데;; 뭔 소리가 안 들려; 목소리 작아도 라이브 하는 거 ㅈㄴ 잘 들리는데? 막귀냐고"
980,  @user-nf5ul7gf7n, @user-ir4zl9wl8i   @0 0  조별과제 무임승차 느낌이라 아무래도 마냥 이쁘게 보이진 않는거 같아요. 그리고 굳이 일일히 댓글 단다고 하시는데 여쭤 보신거 답글 달아준거 밖에는 없습니다. 암튼 팬 분이신거 같은데 제 댓글 때문에 기분 나쁘셨다면 죄송하네요.
981,  @user-ir4zl9wl8i," @user-nf5ul7gf7n  저는 그냥 아이브 예쁘다~ 노래 좋다~ 정도의 사람인데요... 라이브 부족한게 아이브라는 조별과제에 무임승차 하는 급의 일인가요?-? 아이브라는 그룹에서의 멤버 장원영의 가치를 잘 생각해 보시길^_^,,,,"
982,  @user-oy9xt7vo1n,오늘은 원영 목소리 들리구만 어젠 개작았는데
983,  @user-xq8sk2uz5b,장원영은 대체 왜저러는거임? 다른멤버들은 정상인데 참
984,  @charlottekim8851,안유진도 잘하는데 후렴 거으ㅔ 리즈가 다 부르는 거 아님?
985,  @user-gc4yo5em8s,That's my life is 이 부분 안유진이 부름
986,  @JH-xi2kn,안유진이랑 리즈 둘이 다 부르는 듯
987,  @user-cj2hr2rd6p,유진이랑 리즈만 부르고 나머지는 안부름
988,  @ganZl,으잉 안유진 목소리 잘들리는데..?
989,  @user-le5dc7zu8u,둘다 부르구만
990,  @mac-hs1xu,안유진 목소리가 더 들리는데?
991,  @user-hs1gp4vd7m,댓글에 가순데 많이 늘었다 ㅇㅈㄹㅋㅋㄱㅋㅋㄱ ㄹㅇ웃음벨이네
992,  @user-sf3st9vz2j,아이돌은 가수아님ㅋㅋ
993,  @user-pv9wu5zv8h,파트 많이 돌라해서 많이 줬더니 이제는 다른애들이 안 부르고 리즈만 부른다고 난리치네 ㅋㅋㅋㅋ
994,  @starry.starry.night.,다같이 부르는 후렴에서 리즈와 유진  목소리만 들리는듯 하고.. 고음 능력도 그런듯 한데요. 리즈는 목소리만 내주는 느낌이고 하니 제기하는 분들도 있겠죠. 보여지는 숫자로는 파트 많이 가져갔다 하지만 실질적으로 교묘한 부분이 있지요.  회사 스스로 팬들이 신뢰  못하게 만든 부분이 있어서.. 앞으로 회복해야할 문제라고  보여지네요.
995,  @user-jy5re9gc4o,하이라이트는 리즈가 다하는거 같은데 딴 애만 잡아주네
996,  @YY-tp8ln,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
997,  @minuya01,킹정ㅋㅋㅋㅋㅋ
998,  @jeeyeon4709,노래를 리즈가 다하는거랑 같은 이치지 딴애만 잡아주는거라고 생각된다면
999,  @minuya01, @jeeyeon4709  그렇게 따지면 키치는 뮤비에 리즈만 나왔어야지 ㅋㅋㅋㅋ 노래 안되서 파트 없는걸 별소리를 다하네
1000,  @jeeyeon4709, @minuya01  그럼 리즈혼자 나가서 활동하면 되겠네 그룹활동 상호보완적으로 하는거지 뭔 불만들이 많은지
1001,  @user-sb8zw1oh6b,여기까지 쫓아와서 바득바득 까는 거 봐 진짜 안타깝다
1002,  @user-sk1hz2we2e,대체 장원영 왤캐 까대는 거임? 후렴 부분 안 부른다는 거 개억까 ㅋㅋㅋㅋ 원영이 팬이면 알텐데 ㅋㅋㅋ 갤럭시랑 장르로는~ 이 부분 그냥 원영이 음색 그대로구만 뭘 립싱크야 ㅋㅋㅋ
1003,  @-sss102,갤럭시는 부르고 싶곸ㅋㅋㅋㅋㅋ다른파트는 안되닠ㅋㅋㅋ거기라도 부르겠짘ㅋㅋㅋㅋㅋ
1004,  @user-qh2wg1ij9q, @-sss102  이 아줌마는 진짜 장원영한테 질투 미쳤네 댓글을 도대체 몇 개나 쓰는거야
1005,  @user-pw4qm5uw9m, @-sss102 장원영한테 집착하는거봨ㅋㅋㅋ댓글목록 개욱김ㅋㅋㅋㅋㅋㅋㅋㅋ
1006,  @user-jg7vo1cd8b,키큰애는 노래도 안부르는디 센터에서넴
1007,  @user-oy9xt7vo1n,들리는데? 작긴해도 안 부르는 건 아니지 않나요?
1008,  @user-md8wm1gp1t,그래도 엠카때보단 목소리 들리긴하네 점점 늘어갈듯
1009,  @user-jg7vo1cd8b, @user-oy9xt7vo1n  가수가;; 잘 들려야지요..;;
1010,  @user-jg7vo1cd8b, @user-md8wm1gp1t  비주얼원탑이긴 한듯
1011,  @user-oy9xt7vo1n, @user-jg7vo1cd8b  언젠 안 부른다면서요. 잘 들리게 크게 불렀으면 하는 건 동감합니다.
1012,  @2EggSSangran,​ @user-jg7vo1cd8b  저런걸로 정신병자까지...?
1013,  @user-jg7vo1cd8b, @2EggSSangran  가수 이야기하는데 제가 키가크죠 이러는게 정상임?
1014,  @2EggSSangran, @user-jg7vo1cd8b  님 생각에는 정상이 아님=정신병자 맞다고 생각함?
1015,  @user-jg7vo1cd8b, @2EggSSangran  뭔 아는척을 하고싶어하는거임? 비정상에 정신병자가 포함되지 않겠음? ㅋㅋㅋㅋㅋ 비정상인이라고 말하길 바람?? 뭔데 가르치려하는거야 ㅋㅋㅋㅋ 뭐 나보다 학벌좋아서??
1016,  @2EggSSangran, @user-jg7vo1cd8b  왜 혼자 급발진임;
1017,  @user-jg7vo1cd8b, @2EggSSangran  ㅋㅋ 하긴 댓글부터가 논리가 안맞는데 상대한 내가 ㅋㅋ 차단 ㅋㅋ
1018,  @user-qe6ki4wq5q,다른 애들은 괜찮은데 장원영은 그닥...?
1019,  @lavienrosewon8811,Wonyoung sing lower notes...this normal she isn't lourder
1020,  @user-ih3sj3tz3k,리즈밖에 안들림
1021,  @007O,원영이는 한결 같노 ㅋ
1022,  @user-rm7bx7vk4d,장원영은 입만뻥긋거리네 파트좀줄여라
1023,  @user-rm7bx7vk4d, @user-hl5kf5ny7k  입만 뻥긋거리길래 뻥긋거린다고 말하는게 문제인가여? ㅠ 센터면 꼭 노래많이 불러야더ㅣ나여? 그냥 얼굴마담하면안되나여? ㅜㅜ 노래잘하는애가 파트 좀 많은거 보고싶다는데 부모욕하면서 급발진 오지네여 ㅠ
1024,  @luee757,장원영은 뭐하나???
1025,  @user-rr7df9mo3l,리즈 파트부분이 많아서 좋음키치도 좋은데 리즈 파트 6초 실화임????그리구 엠알제거여도 유진 리즈 이서약간만 들리고 원영이는 진짜 쪼금 들려서 립싱크하는거밖에 안보임ㅠㅠ원영이 영어발음 좋은데 안들려서 아숩다...
1026,  @Thipalada,I feel like your Mr remover removes too much sound that I can't actually hear them sing unless it's a very loud high note
1027,  @heatseal,2:12
1028,  @user-kz6ej7wq4h,다 잘하는데?????직접 춤추구 불러봐~~!
1029,  @usfneoxnwpznwj,스타쉽 리즈 파트 줄이면 진짜 안돼요…. 리즈 파트 늘어나니까 걍 곡 퀄이 달라지잖아 엪라에서도 리즈 하이라이트 부른거 반응 좋았는데.. 단체 파트에서도 리즈 유진 이서 목소리만 들림
1030,  @nopeidunusethislink,리즈 유진 이서 레이 네명으로만 그룹 재편성해라!!! 스타쉽은 팬들 의견좀 제발 들어라
1031,  @Anna-xt8yv,Liz 
1032,  @user-mp3yh7rh2s,시끄럽다가 조용해지는부분보면 다 장씨네
1033,  @FatFrogs,Liz 
1034,  @TanishaRoy171,Okay where are those people who were barking yesterday Wonyoung doesn't even open her mouth watch this nowwwwwww
1035,  @mysticoncedive,Some people in the comments are still saying she was lip syncing even though she can clearly be heard. Hater are blinded by their hatred towards this poor girl.
1036,  @TanishaRoy171, @mysticoncedive  Let them say what they want. It would not change the fact that she sang LIVE.
1037,  @mysticoncedive, @TanishaRoy171  Agreed!
1038,  @OwO__,열심히하네 ㅠㅠ
1039,  @ninyodo,유진아 못하는게 뭐야..뭐야..뭐야..웅성웅성.. 뭐야..웅성..뭐야..... ..
1040,  @user-fc5eb5fs8r,라이브를 해도 안했다고 우기고 직캠만 봐도 라이브 잘들리는데 MR제거가 정확한게 아닌데 까려고 올리는듯 특정 소속사는 절대 안올리네
1041,  @Roh_Heung_Min,하이브
1042,  @natajungie5912,Liz 
1043,  @user-pn4iy9vi6p,다른애들은 노래를 계속 부르는게 보여서 조금씩 느는게 보이는데 원영이는 여전하네... 쬐금? 나아진거 같기도하고
1044,  @joon7299,안유진 말고는 다 조졌네 ㅋㅋ
1045,  @bpink2380,Go wonyoung give us nothin
1046,  @mysticoncedive,Tell me you need hearing aids without telling me you need hearing aids.
1047,  @user-qg1lu9oi7m, @mysticoncedive  right
1048,  @H0LIIWUD,Wow it’s almost like no one’s singing at all
1049,  @julianscar,"Go watch again, did you heard liz?"
1050,  @mysticoncedive,All of them were singing. Only parts that were lip synced were Yujin’s and Gaeul’s “Im on my way” parts but they sang the rest of their lines.
1051,  @joelleemounx4349,"the difference between WY & YJ during ""That's My!"" shouting part. I can actually hear YJ shouting the part but i can't hear in WY part. idk she just skip the shouting part on purpose or nah"
1052,  @naevissu,liz as always stealing the show
1053,  @user-nb6cz7mo1f,썸네일 너무 예뻐서 보고 들어옴
1054,  @hunibabo,애들 독기 넘친다.... 연말무대에서 스페셜 커버무대 립싱크 했다고 말도 안되게 까인게 얼마나 억울했으면
1055,  @auriha05,"솔직히 아이즈원 때부터 팬이지만 좀 그렇긴 했어한번씩 한 립싱크 때문에 까일 까봐 걱정도 엄청 되고 그랬는데 겁나 까이면 진짜 탈덕하고싶고스트로베리문은 그 어려운 노래를 시킨 방송국이랑 소속사 잘못이기도 하지만그런 의미에서, 이제 데뷔한 지 2년차를 향해 달려가는 그룹앞으로 더 지켜보고 응원하고 믿어주고 싶다"
1056,  @user-vt5ge7mb7x,비난이 세긴 했지만 연말무대때 립싱크 한거 말고도 평소에도 아이브 실력 부족한게 여실히 보였으니까... 이번엔 라이브 잘했음 좋겠다
1057,  @Roh_Heung_Min,​ @user-vt5ge7mb7x  하이브 개미알밥단
1058,  @user-vt5ge7mb7x, @user-hl5kf5ny7k  이것도 어느정도 맞는 말이긴 함 유독 아이브랑 장원영이 억까 많이 당하는것도 사실임
1059,  @auriha05, @user-hl5kf5ny7k  아무래도 장원영은 아이즈원 시절부터 억까가 너무 심했어서 그게 지금까지 이어지는 게 아닌가 싶다뉴진스는 언플을 잘해서 이상하게 '대중픽' 이미지를 가져가버렸고. 이해가 안 됨. 별로 대중픽인지 모르겠던데. 또 버니즈가 여론조작이 심함. 올려치기라던지 내려치기라던지. 어그로 지능형안티인지는 모르겠는데 타 팬덤들이랑 마찰이 빚어질 때 버니즈가 엮인 경우가 꽤 있음르세라핌은 라이브 잘 하던데? 모르겠다. 최근에는 르세라핌 라이브 영상을 안 봐서
1060,  @auriha05, @user-hl5kf5ny7k  채널 보니까 억까전문 어그로 채널이구만 그걸 믿음?그리고 보니까 르세라핌 노래도 아니고 사쿠라 생일이어서 10년도 더 전에 사쿠라 akb시절 공연한 유명한 짤 그거 재연한 거구만제대로 찾아와보쇼 납득 되게
1061,  @auriha05, @user-hl5kf5ny7k  그리고 니가 라이브 아예 안한다매. 실력이 없다고 치자 그래. 그럼 라이브 안한거임? 논리 ㅈ되네
1062,  @auriha05, @user-hl5kf5ny7k  니가 링크 달아놓은 영상 채널 들어가서 거기 있는 영상 한번 봐 봐 진짜 평가하는 채널인지 악의적으로 영상 올리는 채널인지
1063,  @auriha05, @user-hl5kf5ny7k  그래그래 그런 영상에 어그로나 끌리면서 살렴
1064,  @auriha05, @user-hl5kf5ny7k  그냥 탈수 시녀 걸서위였구만 ㅋㅋㅋㅋㅋ
1065,  @_Min-lg4tl,이슈가 티나게 많이 는것같아요..이서 힘내!!
1066,  @user-oc6pu4id2r,이번 활동중후반때 이서 댄스라이브 엄청늘음. 리즈랑 비슷함. 물론 음은 안되지만....장원영은 스케쥴때문에 연습할 시간이 많이 부족했던건지 아쉽게도..ㅠㅜ 그래도 다음컴백때 더 나은 모습 보여줄거라 믿음.
1067,  @d.ya0u,얼마나 욕을 먹었으면 이렇게 이를갈고 나오냐.. 다음 컴백땐 더 잘하겠다
1068,  @user-bk3xr5lq5x,멤버 이름은 다 몰라서 누가부른지는 모르겠지만 다른 멤버들이 커버하는것같은데 메인은 바뀌지않는듯한 다른 멤버 목소리인듯한데 카메라 무빙이 따라가지않내요
1069,  @alfajarpratama9935,leesoo : be like “Dejavyu”
1070,  @user-pl8kh1fe3b,장원영사랑해
1071,  @skfirjeh2311,
1072,  @WonderfulsVIP,Liz is supporting on the chorus right?
1073,  @user-xm5gv9lw7x,안유진...진짜 어케 이래....
1074,  @user-gn9tz1fq6o,아이고 가을아 ……
1075,  @Jennyyy572,썸넬 개이뻐서 들어옴 ㅋㅋ
1076,  @greexyz9099,Liz the only talent in that group
1077,  @tyutyu4244,빅빅빅 스텝 부분 에어로빅 강사 같당 ㅋㅋㅋ
1078,  @a97z94,"only towards ive, will you find kpop fans calling out non-main vocal members bcs they can't sing as well as the main vocals. praise liz and yujin all you want bcs they deserve it, but if you're here to praise them only to shade on the other members, i hope your life will suck for your remaining days."
1079,  @caratasmrfortheworld,유진이랑 리즈가 부르는데 왜 원영이만 잡으세요 카메라 감독님 ㅠㅜ.. 센터라 해도 옆 캠으로라도 유진이랑 리즈 고음 찍어주시지
1080,  @user-yd9he7ce1q,에휴 사람들 어떻게든 돌려까려고 리즈 칭찬하는 척하면서 빙빙 돌리네 팬 아닌데도 개짱남ㅋㅋ
1081,  @Roh_Heung_Min,장원영 잘 보면 라이브 함 성량 작아서 mr에 뭍힐 뿐
1082,  @iiiqiq26,Westin https://youtu.be/hXYaPEg8Pes피드백해서 크게 부르네요
1083,  @user-np5je7zq1d,"댓글 보면 다들 어디 심사하러 나온 사람들마냥 본인들이 더 독기에 차있음,, 왜케 화가 나있는거여"
1084,  @user-vq5gs5tl6e,이어폰 끼고 들으니까 엠얼제거는 무슨...잡음투성이다.
1085,  @tr1stannnn,omg liz 
1086,  @htetinzali8677,"high note mr liz,yujin sing p tok pya tok wonyoung ko pya tal.sate pyat lite tar mmsp"
1087,  @songkangg,이서 약간 비음 섞여서 그렇지 음색 독특하고 잘하는건데 내려치기 당하네리무진 서비스 안봤나들
1088,  @user-os9pn8ue7k,장원영은 바빠서 노래연습 못했나봄..유진이 최고다 육각형 아이돌
1089,  @rainbowkitten567,안유진이 그동안 더 바쁘고 노래도 많이 늘었지만
1090,  @sunnykam0709,好彩张元英的part不多 因为她都对嘴的
1091,  @usfneoxnwpznwj,리즈도 센터 파트 좀 줘 노래는 리즈가 부르는데 왜…
1092,  @user-mh5eu3rl1i,워뇽 ㅜㅜ
1093,  @sunshinenassima261,Liz number one
1094,  @user-th2jq7cx6j,리즈랑 유진이 고음 무슨 일.. 그동안 아이브 실력으로 까던 사람들 다 도망가것네
1095,  @u_sar,리즈 미쳣다 리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다리즈 미쳣다
1096,  @dpwls7676,고음 부분 유진이랑 리즈 둘이서 같이 부르는건가요??
1097,  @MG-xo2td,Liz stays carrying ive on her back
1098,  @dominabae,Yujin too
1099,  @user-tk2jk6zf1u,장원영은 끝까지 라이브를 안하는구나
1100,  @lavienrosewon8811,She sing ...she have only 2 lines in this song
1101,  @user-tk2jk6zf1u, @user-pw4qm5uw9m  장원영 비춰줄때 다른 멤버들이 라이브 하고 있고 장원영 솔로일땐 아무소리도 안들리는데 무슨 ㅋㅋㅋ
1102,  @desert_fox173,가수에게 실력 많이 늘었다고 하는게 정상이야? ㅋㅋ연습생도 아니고 가수면 기본적으로 일정 레벨 이상의가창력은 있는 상태로 데뷔 해야하는거 아냐? ㅋㅋ
1103,  @user-px3ie8kc7r,장원영은 저기서 뭘 담당 하죠???
1104,  @raptorsfan20,they should only give Liz sing line because the others dont sing and they also dont want to do it
